483.5875,0.6471
629.723,0.6175
508.1608,0.6533
484.9191,0.6248
509.7207,0.6518
549.6899,0.6216
517.7879,0.6806
463.9883,0.6797
493.0099,0.674
544.9057,0.6702
511.9812,0.6673
482.637,0.6805
465.1036,0.6437
521.3143,0.6175
547.3261,0.6739
533.5277,0.6257
548.6057,0.6195
552.5687,0.6762
571.4244,0.6487
485.8018,0.6843
520.9572,0.631
648.4012,0.5732
488.4605,0.6475
444.9582,0.6513
543.134,0.5907
504.1767,0.7013
492.0282,0.6536
445.6337,0.6745
546.8565,0.6436
420.6346,0.7336
538.743,0.6174
439.5001,0.7132
430.8914,0.6799
512.3587,0.6458
447.8655,0.6888
449.4759,0.6971
540.7225,0.6848
473.195,0.7415
545.2486,0.6713
574.146,0.619
557.3061,0.6329
438.7323,0.6761
503.7944,0.6781
415.7299,0.7495
399.6035,0.6887
408.7322,0.6153
526.8432,0.6659
384.6624,0.6992
416.0386,0.7457
395.8028,0.6252
442.5379,0.6367
400.6413,0.6834
494.6591,0.672
388.9863,0.6643
372.0836,0.7018
383.5621,0.6928
471.63,0.6379
488.2891,0.6161
430.2003,0.6342
482.369,0.6377
491.0461,0.6393
423.6421,0.6462
403.4995,0.7175
364.9163,0.7363
430.8933,0.6241
377.8193,0.7053
457.3227,0.6715
432.6189,0.6434
465.0748,0.7349
424.371,0.7
457.9863,0.6416
409.2241,0.6308
454.0608,0.7004
385.8759,0.6909
479.4962,0.6306
548.9053,0.6617
398.7896,0.6639
442.4214,0.713
383.8019,0.7111
405.4002,0.6639
409.7334,0.7
413.9636,0.6721
544.9214,0.5753
455.4035,0.671
425.6812,0.6366
468.1915,0.7209
461.3657,0.6602
543.4908,0.656
483.7234,0.6587
412.5136,0.6613
418.8909,0.7198
538.4761,0.6063
523.6643,0.6573
567.2408,0.6003
478.7109,0.6814
528.1439,0.647
535.843,0.6552
460.163,0.6571
501.9077,0.6104
596.3469,0.6083
619.1037,0.6249
447.7541,0.7073
508.6896,0.6796
534.3757,0.6309
608.3765,0.619
476.392,0.6768
496.8541,0.7159
510.4825,0.6406
398.3902,0.6363
530.5746,0.644
356.819,0.7294
502.2032,0.7316
488.1864,0.6873
486.519,0.6737
496.1649,0.6839
451.3748,0.6589
482.8489,0.6859
397.8658,0.6724
535.9052,0.6534
506.0224,0.6568
518.2639,0.63
468.9107,0.6726
530.3301,0.6697
453.641,0.6625
587.8352,0.6749
469.9465,0.6544
460.6576,0.7317
464.2944,0.6909
467.0341,0.6812
415.3024,0.6688
503.1001,0.6767
503.9784,0.6425
526.9045,0.5963
516.1685,0.6823
515.5793,0.7058
429.4243,0.7764
419.0631,0.7138
596.0492,0.6078
571.8699,0.6528
536.2754,0.6841
