326.1485,0.8207
417.1932,0.7487
435.8328,0.6929
381.5638,0.7624
383.8883,0.7557
405.8132,0.7522
392.2516,0.779
421.4875,0.7067
488.1199,0.7152
413.6504,0.7394
438.5827,0.7431
446.2935,0.7391
459.2091,0.6566
420.8842,0.759
403.0626,0.7304
368.7807,0.7365
371.2713,0.7515
382.1808,0.7323
430.7576,0.7225
368.015,0.7313
418.2706,0.7104
466.2324,0.6939
356.8281,0.7884
435.7355,0.759
409.83,0.7216
369.4055,0.7558
401.8137,0.7572
355.8436,0.7682
359.1674,0.7673
443.718,0.759
361.2761,0.7567
405.671,0.7237
418.3991,0.7654
387.6093,0.7637
430.9316,0.744
384.1239,0.7649
402.0958,0.7516
387.1938,0.7753
384.023,0.7972
458.0375,0.6961
422.2851,0.701
440.8537,0.7092
390.4307,0.7202
360.5674,0.7393
441.0742,0.797
431.2931,0.694
388.6198,0.7977
380.6642,0.772
368.1006,0.7943
398.656,0.7959
428.2713,0.7734
392.5092,0.7472
429.7881,0.7766
452.2654,0.7165
462.2198,0.7338
423.5409,0.7222
446.5276,0.7492
452.1363,0.721
440.7238,0.7346
461.0047,0.7272
492.4942,0.749
386.0202,0.7694
382.434,0.7518
464.8264,0.7228
490.5406,0.7359
403.9814,0.7099
410.6743,0.7337
445.2308,0.7483
464.3543,0.7162
452.2426,0.6926
439.7033,0.7005
364.3535,0.7868
501.0219,0.6972
385.8641,0.766
422.3434,0.7513
423.9374,0.7076
429.8407,0.6921
420.897,0.6924
430.0428,0.7369
436.6477,0.7008
397.2996,0.753
404.4244,0.7289
359.8989,0.7982
477.3742,0.7563
485.5496,0.7025
402.12,0.7436
420.8492,0.786
450.5382,0.7676
395.511,0.785
389.0548,0.7857
449.5173,0.7815
412.0657,0.7355
460.8095,0.7018
420.2904,0.7417
412.6364,0.7622
390.5541,0.8289
405.313,0.7195
454.4632,0.7029
392.8732,0.7601
433.7324,0.7587
489.5147,0.7232
427.7433,0.797
418.7888,0.7297
471.9775,0.7146
449.795,0.6872
432.7165,0.7308
418.7244,0.8359
430.87,0.7366
397.4495,0.8076
389.2751,0.7412
472.8681,0.727
476.114,0.7066
399.9927,0.7724
357.5699,0.7739
470.8153,0.7349
431.6635,0.6996
376.118,0.7856
428.9861,0.7804
426.9315,0.732
421.5085,0.7346
411.2506,0.7826
369.045,0.7626
401.9448,0.7335
447.8462,0.7133
429.8897,0.7518
357.889,0.7675
481.648,0.6767
426.8265,0.7511
405.1633,0.705
398.6842,0.7324
405.2955,0.7181
481.9419,0.7445
436.0194,0.7281
401.4022,0.7518
382.1779,0.7748
475.475,0.7031
485.4328,0.7057
399.4726,0.7633
418.073,0.7126
342.3154,0.7839
433.3406,0.7382
412.7968,0.7089
401.8534,0.7644
442.772,0.7284
345.0958,0.818
390.8671,0.7647
475.3285,0.734
473.7952,0.7498
412.8169,0.7366
447.58,0.733
441.5689,0.7257
410.7504,0.7881
402.3104,0.7876
412.3368,0.7894
394.4112,0.744
477.4395,0.7461
477.8186,0.7283
503.9363,0.703
394.7356,0.7124
394.1106,0.767
380.8485,0.7975
438.5324,0.7611
428.3266,0.7985
431.7982,0.7216
395.4998,0.7566
398.5365,0.7454
457.7499,0.7672
474.7988,0.7783
442.9966,0.7125
422.1389,0.7493
442.0139,0.729
485.719,0.7122
401.9451,0.7853
420.4868,0.7235
409.4711,0.7283
466.9481,0.7249
391.8565,0.762
417.3302,0.7392
424.1414,0.7499
473.5252,0.7464
414.3306,0.708
415.1832,0.737
402.991,0.7467
439.6717,0.7325
466.5271,0.7248
402.3724,0.7139
411.486,0.7444
538.0211,0.63
419.0763,0.7465
472.5344,0.7379
373.5265,0.7697
423.7982,0.6982
441.4888,0.7087
483.522,0.678
404.3318,0.7314
353.3552,0.8353
404.1488,0.7518
429.1133,0.7719
436.6288,0.7912
446.1777,0.7229
389.1961,0.7551
418.0043,0.7171
491.1406,0.7189
366.4001,0.7461
391.779,0.7864
439.893,0.7419
476.6714,0.7622
445.6384,0.7508
371.6018,0.798
430.5646,0.7121
450.7725,0.7738
376.7856,0.767
418.2299,0.7959
451.0502,0.7096
405.569,0.7445
451.5354,0.7732
391.0035,0.7464
474.3818,0.733
489.2759,0.726
437.1296,0.7372
357.6842,0.7986
374.0703,0.7767
433.8408,0.7142
427.4416,0.7587
469.3919,0.7377
475.976,0.7199
614.8959,0.5884
423.9317,0.774
530.2599,0.6968
350.299,0.7781
404.3107,0.7803
464.6505,0.6878
381.2829,0.7504
414.1802,0.7135
452.0596,0.6997
420.2079,0.7462
461.5008,0.7404
413.0075,0.7138
393.7953,0.7472
463.5269,0.7454
432.3557,0.7804
491.6035,0.6714
470.956,0.7499
401.4937,0.7206
389.6264,0.7347
417.8968,0.6964
438.9682,0.7412
502.5752,0.7331
511.9447,0.6937
472.6102,0.7167
362.656,0.8158
486.5058,0.711
364.6161,0.7653
465.6498,0.7523
389.9238,0.7692
478.2383,0.7604
411.4267,0.7865
462.6391,0.7186
429.1019,0.7144
443.9409,0.7531
402.9124,0.7439
457.9938,0.7636
441.7813,0.7022
463.7643,0.7919
355.2475,0.7655
403.9959,0.7454
389.113,0.7458
484.7603,0.6737
426.2496,0.7653
364.6112,0.8028
429.2619,0.7603
431.1888,0.8093
427.3974,0.7865
366.5976,0.788
374.7772,0.743
427.1945,0.7098
399.1821,0.7703
441.9541,0.706
476.5714,0.7406
433.786,0.7723
425.491,0.7659
444.2218,0.7041
461.3713,0.746
408.8475,0.7572
442.2674,0.7759
460.9889,0.7329
402.3638,0.7514
407.9159,0.7673
453.8754,0.694
419.7653,0.7157
467.6129,0.7242
479.5474,0.7292
415.3868,0.717
444.2062,0.7123
387.4253,0.7583
408.2996,0.7514
413.306,0.7198
456.4168,0.7391
439.9429,0.7122
407.6386,0.751
465.2679,0.6824
374.2026,0.7564
413.9199,0.7499
405.6369,0.8491
453.497,0.6818
422.1394,0.7628
438.6087,0.7577
423.1511,0.7414
387.4832,0.7443
422.841,0.7357
455.1978,0.714
410.1806,0.7737
397.3311,0.7263
384.9825,0.7449
449.8483,0.7414
407.3614,0.7233
383.8573,0.7944
403.3483,0.7679
422.1215,0.7079
448.6445,0.7289
453.3595,0.7257
424.0874,0.7093
455.4368,0.7537
402.3109,0.8164
443.2489,0.6851
427.2525,0.6928
430.1269,0.7439
441.5831,0.7301
374.1578,0.763
435.491,0.7107
436.7575,0.7825
394.7692,0.7329
458.9213,0.7492
440.9811,0.7298
396.1797,0.7718
366.0779,0.8022
383.8197,0.7503
477.3562,0.7346
366.508,0.7575
442.4876,0.7449
376.2576,0.7519
349.2239,0.7893
435.2677,0.7722
394.7811,0.7548
389.3228,0.7286
422.2613,0.8029
435.6517,0.7574
464.0005,0.7558
396.6914,0.7504
432.6654,0.7443
469.6673,0.7113
414.3993,0.7675
489.0691,0.7053
425.0707,0.7064
429.9383,0.7463
422.7619,0.7134
391.1249,0.8114
329.9696,0.816
533.1532,0.6512
399.4543,0.7627
395.2678,0.751
445.1326,0.6989
441.5856,0.746
390.5446,0.7837
415.534,0.7283
439.883,0.7489
486.0166,0.6891
493.4253,0.722
427.9402,0.6862
415.7672,0.7403
450.4995,0.7194
454.5878,0.7374
334.1895,0.8127
432.3185,0.7575
355.4745,0.7994
421.2427,0.7291
443.1161,0.7677
469.2956,0.7823
447.6662,0.7127
447.5833,0.7831
407.9096,0.7776
441.6902,0.7154
378.7703,0.8377
347.5851,0.7835
455.7148,0.7207
426.5796,0.7385
470.0361,0.7082
470.9619,0.7097
364.1592,0.7584
343.189,0.7851
429.9511,0.7716
468.372,0.7455
473.8017,0.7296
436.4484,0.7537
382.7031,0.7442
380.6654,0.7492
461.9005,0.732
415.7028,0.7145
422.6966,0.7594
427.3863,0.7102
418.0061,0.7157
424.6478,0.7314
429.5682,0.7193
456.96,0.7017
347.4268,0.7676
419.5984,0.7837
442.4914,0.7496
410.6162,0.7335
456.7791,0.6914
455.1352,0.7137
400.8477,0.7272
439.5214,0.7435
425.9047,0.7265
408.1583,0.7434
353.1879,0.7552
378.0646,0.7776
437.9891,0.7211
398.0622,0.7668
390.4901,0.7743
457.4622,0.7457
505.6155,0.6499
444.88,0.7445
410.0354,0.7323
456.8741,0.7821
397.2112,0.7787
351.2843,0.785
389.2851,0.7347
423.9326,0.7853
